query,intent,predicted_intent,is_match
this in oatmeal pls,color_variant,color_variant,1
black color?,color_variant,color_variant,1
same one but sage,color_variant,color_variant,1
got it in dusty pink,color_variant,color_variant,1
cream version plz,color_variant,color_variant,1
navy instead,color_variant,color_variant,1
can i get brown,color_variant,color_variant,1
only change to burgundy,color_variant,color_variant,1
grey shade?,color_variant,color_variant,1
lilac one,color_variant,color_variant,1
rainy today lol,chit_chat,chit_chat,1
pls refund me,chit_chat,chit_chat,1
blah bump blah,chit_chat,chit_chat,1
my code wont work,chit_chat,chit_chat,1
zzzz tomato socks,chit_chat,chit_chat,1
change my address asap,chit_chat,chit_chat,1
cheaper dupe for this bump dress but in cocoa,composite_intent,composite_intent,1
find similar maternity jeans and tops to wear w them,composite_intent,composite_intent,1
same nursing tank in white plus a skirt to pair,composite_intent,composite_intent,1
lookalike for this preggo romper and shoes that go,composite_intent,composite_intent,1
this belly band in nude and panties that match,composite_intent,composite_intent,1
budget version of this maternity coat + scarf ideas,composite_intent,composite_intent,1
similar bump skirt in charcoal to wear w sneakers,composite_intent,composite_intent,1
dupe nursing dress in green and a cardi for it,composite_intent,composite_intent,1
show close match to these maternity leggings but beige,composite_intent,composite_intent,1
need this wrap blouse in blue and pants to go with,composite_intent,composite_intent,1
camel wool wrap coat,similar_items,similar_items,1
belted puffer coat,similar_items,similar_items,1
double-breasted maxi parka,similar_items,similar_items,1
shearling-trim trench coat,similar_items,similar_items,1
cropped cocoon coat,similar_items,similar_items,1
quilted anorak,similar_items,similar_items,1
waterproof ski coat,similar_items,similar_items,1
midi peacoat,similar_items,similar_items,1
insulated duffle coat,similar_items,similar_items,1
boots to wear with this winter coat,graph_pairing,graph_pairing,1
scarf and gloves for this parka,graph_pairing,graph_pairing,1
hat that works with a long wool coat,graph_pairing,graph_pairing,1
what pants go with a camel coat,graph_pairing,graph_pairing,1
handbag for a black puffer,graph_pairing,graph_pairing,1
layering pieces for this overcoat,graph_pairing,graph_pairing,1
what to wear with a shearling coat,graph_pairing,graph_pairing,1
shoes for a navy pea coat,graph_pairing,graph_pairing,1
accessories for a belted winter coat,graph_pairing,graph_pairing,1
outfit ideas with this insulated jacket,graph_pairing,graph_pairing,1
do you have this coat in charcoal,color_variant,color_variant,1
same coat in ivory,color_variant,color_variant,1
can I get this in burgundy,color_variant,color_variant,1
show me the navy version,color_variant,color_variant,1
available in white?,color_variant,color_variant,1
this jacket in cocoa brown,color_variant,color_variant,1
red colorway please,color_variant,color_variant,1
does it come in plum,color_variant,color_variant,1
black version of this coat,color_variant,color_variant,1
is it cold outside,chit_chat,chit_chat,1
do you know the weather today,chit_chat,chit_chat,1
my parcel says delivered but I can't find it,chit_chat,chit_chat,1
Find a cheaper dupe of this wool coat in black,composite_intent,composite_intent,1
Show me a longer version of this parka and shoes to wear with it,composite_intent,composite_intent,1
"Need a similar puffer but in cream, plus boots for it",composite_intent,composite_intent,1
Can you find a lookalike of this trench in navy and a scarf to go with it,composite_intent,composite_intent,1
Cheaper alternative to this coat for pairing with ankle boots,composite_intent,composite_intent,1
I want this coat in red and a hat that matches,composite_intent,composite_intent,1
"same silhouette as this overcoat, but in olive, with gloves",composite_intent,composite_intent,1
Dupe for this shearling coat and pants to style it with,composite_intent,composite_intent,1
lighter clone of this winter jacket in brown and a beanie,composite_intent,composite_intent,1
Can you find an equivalent of this pea coat in gray and a bag for it,composite_intent,composite_intent,1
maternity overalls,similar_items,similar_items,1
nursing-friendly maxi dress,similar_items,similar_items,1
dupe for this bump jumpsuit,similar_items,similar_items,1
budget swap for this pregnancy coat,similar_items,similar_items,1
ribbed maternity leggings,similar_items,similar_items,1
lookalike for this baby-shower dress,similar_items,similar_items,1
plus size maternity blouse,similar_items,similar_items,1
cheaper alt for this nursing bra,similar_items,similar_items,1
empire waist preggo gown,similar_items,similar_items,1
replacement for this maternity cardigan,similar_items,similar_items,1
what shoes go with this maternity midi,graph_pairing,graph_pairing,1
need a topper for this bump outfit,graph_pairing,graph_pairing,1
which bag with this nursing dress?,graph_pairing,graph_pairing,1
jewelry ideas for this preggo look,graph_pairing,graph_pairing,1
what bottoms with this maternity tunic,graph_pairing,graph_pairing,1
layering piece for this sleeveless bump dress,graph_pairing,graph_pairing,1
hat to wear w this beachy maternity set,graph_pairing,graph_pairing,1
what can i pair with this nursing tank,graph_pairing,graph_pairing,1
sandals for this babymoon outfit pls,graph_pairing,graph_pairing,1
coverup for this maternity swimsuit?,graph_pairing,graph_pairing,1
got this in sage?,color_variant,color_variant,1
same maternity tee in cream plz,color_variant,color_variant,1
do u have it in lilac,color_variant,color_variant,1
navy version of this bump dress,color_variant,color_variant,1
can i see this nursing top in rust,color_variant,color_variant,1
olive colorway for this pls,color_variant,color_variant,1
i want this in charcoal,color_variant,color_variant,1
beige one of this maternity hoodie,color_variant,color_variant,1
is there a blush option,color_variant,color_variant,1
same item but ivory,color_variant,color_variant,1
where my parcel at tho,chit_chat,chit_chat,1
can u track my orderrr,chit_chat,chit_chat,1
blorp sock pizza,chit_chat,chit_chat,1
need help w login,chit_chat,chit_chat,1
is customer care open rn,chit_chat,chit_chat,1
hehe banana stroller moon,chit_chat,chit_chat,1
find a cheaper version of this maternity parka and boots to go w it,composite_intent,composite_intent,1
show me similar nursing dresses in teal,composite_intent,similar_items,0
do u have this exact bump blouse in mocha for these trousers,composite_intent,composite_intent,1
budget dupe of this babymoon set in black pls,composite_intent,composite_intent,1
another one like this maternity skirt and what top works w it,composite_intent,composite_intent,1
can i get this cardigan in plum plus a bag for it,composite_intent,composite_intent,1
lookalikes for this preggo romper but lighter blue,composite_intent,composite_intent,1
need a less pricey nursing cami and a shrug to wear over it,composite_intent,composite_intent,1
same style as this maternity gown in emerald to match my flats,composite_intent,composite_intent,1
"cheaper alt for this bump sweater in oatmeal, also pants for it",composite_intent,composite_intent,1
dupe for this rain jacket,similar_items,similar_items,1
cheaper alternative to these galoshes,similar_items,similar_items,1
stormproof umbrella,similar_items,similar_items,1
transparent slicker,similar_items,similar_items,1
quick-dry poncho,similar_items,similar_items,1
water-repellent bucket hat,similar_items,similar_items,1
heavy-duty rain boots,similar_items,similar_items,1
replacement for my busted umbrella,similar_items,similar_items,1
shoes to wear with this raincoat,graph_pairing,graph_pairing,1
bag to carry with rain boots,graph_pairing,graph_pairing,1
socks for my waterproof clogs,graph_pairing,graph_pairing,1
hat for this drizzle outfit,graph_pairing,graph_pairing,1
gloves to go with my parka,graph_pairing,graph_pairing,1
what to wear with a bright yellow slicker,graph_pairing,graph_pairing,1
scarf for a wet commute,graph_pairing,graph_pairing,1
outfit for a rainy airport run,graph_pairing,graph_pairing,1
accessories for this umbrella and coat combo,graph_pairing,graph_pairing,1
belt to match my rain trench,graph_pairing,graph_pairing,1
rain boots in red please,color_variant,color_variant,1
can I get this poncho in olive,color_variant,color_variant,1
the slicker but in yellow,color_variant,color_variant,1
waterproof parka in gray,color_variant,color_variant,1
clear version of this jacket,color_variant,color_variant,1
this galoshes in white,color_variant,color_variant,1
do you have the backpack in teal,color_variant,color_variant,1
exact same shell jacket in burgundy,color_variant,color_variant,1
hey ASAP,chit_chat,chit_chat,1
is it raining there too,chit_chat,chit_chat,1
banana umbrella,chit_chat,similar_items,0
tracking number please,chit_chat,chit_chat,1
cheaper raincoat like this in black to wear with my boots,composite_intent,composite_intent,1
dupe for this umbrella in red and what coat matches it,composite_intent,composite_intent,1
show me a budget slicker and shoes for a wet sidewalk,composite_intent,composite_intent,1
same rain parka in navy plus gloves that go with it,composite_intent,composite_intent,1
need a lookalike of this poncho and a hat to wear with it,composite_intent,composite_intent,1
alternative to these rain boots in white for my puddle outfit,composite_intent,composite_intent,1
this jacket in olive and a bag to carry with it,composite_intent,composite_intent,1
find a cheaper version of this trench and sandals to pair with it,composite_intent,composite_intent,1
a dupe for my clear coat in yellow and scarf suggestions,composite_intent,composite_intent,1
budget replacement for this wet-weather shell plus something to match my skirt,composite_intent,composite_intent,1
argyle sweater vest,similar_items,similar_items,1
cable knit cardi,similar_items,similar_items,1
dupe for this rugby pullover,similar_items,similar_items,1
cheaper alt for this v neck knit,similar_items,similar_items,1
cropped fair isle jumper,similar_items,similar_items,1
schoolgirl sweater set,similar_items,similar_items,1
budget verison of this cashmere crewneck,similar_items,similar_items,1
striped tennis sweater,similar_items,similar_items,1
lookalike for this collared knit,similar_items,similar_items,1
classic prep cardigan,similar_items,similar_items,1
what skirt goes with this cable sweater?,graph_pairing,graph_pairing,1
loafers for this knit vest look,graph_pairing,graph_pairing,1
layering peices under this vneck jumper?,graph_pairing,graph_pairing,1
which pants with this rugby knit,graph_pairing,graph_pairing,1
jewelry to wear w this pearl button cardi,graph_pairing,graph_pairing,1
can u style this fair isle sweater with a bottom?,graph_pairing,graph_pairing,1
outerwear for this preppy cardigan,graph_pairing,graph_pairing,1
socks and shoes for this tennis sweater pls,graph_pairing,graph_pairing,1
what bag works w this collared pullover?,graph_pairing,graph_pairing,1
need a shirt to go under this sweater vest,graph_pairing,graph_pairing,1
got this knit in navy?,color_variant,color_variant,1
same cardigan but cream pls,color_variant,color_variant,1
is there a burgundy one,color_variant,color_variant,1
show the green verison,color_variant,color_variant,1
do u have it in heather gray,color_variant,color_variant,1
red option for this jumper,color_variant,color_variant,1
can i see this in pastel blue,color_variant,color_variant,1
same sweater vest in ivory,color_variant,color_variant,1
pink colorway?,color_variant,color_variant,1
make it camel,color_variant,color_variant,1
heyya,chit_chat,chit_chat,1
hiii there,chit_chat,chit_chat,1
wheres my parcel at,chit_chat,chit_chat,1
lol this app buggin,chit_chat,chit_chat,1
is it cold today or nah,chit_chat,chit_chat,1
my tracking aint movin,chit_chat,chit_chat,1
blip blop argyle banana,chit_chat,chit_chat,1
thx bestie,chit_chat,chit_chat,1
find me a cheaper copy of this sweater vest and a skirt for it,composite_intent,composite_intent,1
same rugby knit in forest green to wear with pleated shorts,composite_intent,composite_intent,1
lookalikes of this cardigan but in pink,composite_intent,composite_intent,1
budget verison of this fair isle jumper for under a blazer,composite_intent,composite_intent,1
do u have this collared knit in navy with loafers that go w it,composite_intent,composite_intent,1
need a dupe for this cashmere crewneck and pants to style it,composite_intent,composite_intent,1
show me this vneck sweater in cream and a shirt for underneath,composite_intent,composite_intent,1
cheaper alt of this tennis sweater in burgundy,composite_intent,composite_intent,1
can u find a similar cable cardi plus earrings for the look,composite_intent,composite_intent,1
black verison of this argyle knit and shoes to pair too,composite_intent,composite_intent,1
neon seam hardshell cloak,similar_items,similar_items,1
dupe for this holo anorak,similar_items,similar_items,1
cheaper alt for this data-mesh vest,similar_items,similar_items,1
reflective cargo joggrs,similar_items,similar_items,1
matrix style rain trench,similar_items,similar_items,1
blackout utility poncho,similar_items,similar_items,1
glow piping tactical pants,similar_items,similar_items,1
replacement for this zip harness top,similar_items,similar_items,1
cheap clone of this cyber kimono,similar_items,similar_items,1
laser grid bomber jaket,similar_items,similar_items,1
what boots go with this neon shell,graph_pairing,graph_pairing,1
bag to wear with these tech cargoes,graph_pairing,graph_pairing,1
what pants should I pair with this chrome crop jacket,graph_pairing,graph_pairing,1
accessories for a rainy night market fit,graph_pairing,graph_pairing,1
layer to put under this translucent windbreaker,graph_pairing,graph_pairing,1
sneakers that match this acid green vest,graph_pairing,graph_pairing,1
what goes with this asymetric buckle skirt,graph_pairing,graph_pairing,1
gloves for this hacker trench look,graph_pairing,graph_pairing,1
shirt to style with these armored joggers,graph_pairing,graph_pairing,1
what to wear with a led visor coat,graph_pairing,graph_pairing,1
do you have this in ultraviolet,color_variant,color_variant,1
same one in gunmetal pls,color_variant,color_variant,1
can I get it in cyber lime,color_variant,color_variant,1
black chrome colorway?,color_variant,color_variant,1
this exact jacket in toxic yellow,color_variant,color_variant,1
any petrol blue version,color_variant,color_variant,1
make it matte charcoal,color_variant,color_variant,1
red laser stripe color pls,color_variant,color_variant,1
is there a white circuit print one,color_variant,color_variant,1
same pants but in deep magnta,color_variant,color_variant,1
hii bot u awake,chit_chat,chit_chat,1
where my pakage at,chit_chat,chit_chat,1
is it raining in neo tokyo lol,chit_chat,chit_chat,1
thanks fam,chit_chat,chit_chat,1
beep boop vending machine smoke,chit_chat,chit_chat,1
good mornign,chit_chat,chit_chat,1
why is my tracking frozen,chit_chat,chit_chat,1
zzt plasma noodle jacket,chit_chat,similar_items,0
find a cheaper dupe of this exo jacket and boots to wear with it,composite_intent,composite_intent,1
show me similar sling bags but in neon orange,composite_intent,similar_items,0
do you have this trench in cobalt to match my black cargo pants,composite_intent,composite_intent,1
need a lookalike of this visor hoodie plus gloves that go with it,composite_intent,composite_intent,1
cheaper version of this harness in silver and pants to pair with it,composite_intent,composite_intent,1
"same coat in grey, also what mask would match",composite_intent,composite_intent,1
find alternitives to this cyber vest for styling with tall boots,composite_intent,composite_intent,1
can you get a dupe of these techwear trousers in blood red,composite_intent,similar_items,0
I want this utility skirt in black and a jacket to wear over it,composite_intent,composite_intent,1
show cheaper clones of this iridescent bomber and what sneakers match,composite_intent,composite_intent,1
platform goth boots,similar_items,similar_items,1
chunky lace-up goth boots,similar_items,similar_items,1
cheap alt boots,similar_items,similar_items,1
buckled combat boots,similar_items,similar_items,1
black lace-up stompers,similar_items,similar_items,1
steel toe goth boots,similar_items,similar_items,1
victorian style boots,similar_items,similar_items,1
knee-high gothic boots,similar_items,similar_items,1
replacement pair for these boots,similar_items,similar_items,1
what jeans go with goth boots,graph_pairing,graph_pairing,1
top to wear with these boots,graph_pairing,graph_pairing,1
jacket for platform goth boots,graph_pairing,graph_pairing,1
fit ideas for chunky black boots,graph_pairing,graph_pairing,1
what goes with lace-up stompers,graph_pairing,graph_pairing,1
belt and bag for these boots,graph_pairing,graph_pairing,1
pants to rock with goth boots,graph_pairing,graph_pairing,1
what shirt matches these boots,graph_pairing,graph_pairing,1
outfit for knee-high goth boots,graph_pairing,graph_pairing,1
accessories to wear with alt boots,graph_pairing,graph_pairing,1
same boots in red,color_variant,color_variant,1
do you have these in black,color_variant,color_variant,1
burgundy version pls,color_variant,color_variant,1
white pair like this,color_variant,color_variant,1
navy instead of black,color_variant,color_variant,1
got it in silver,color_variant,color_variant,1
olive colorway of these boots,color_variant,color_variant,1
any purple one,color_variant,color_variant,1
brown version of the same boots,color_variant,color_variant,1
cherry red edition,color_variant,color_variant,1
shipping status pls,chit_chat,chit_chat,1
is my parcel lost,chit_chat,chit_chat,1
what's the weather,chit_chat,chit_chat,1
need a cheap dupe of these boots in red and what pants go with them,composite_intent,composite_intent,1
show me a similar pair but in black plus a jacket to wear with it,composite_intent,composite_intent,1
find me a lookalike in burgundy and shoes to match my fit,composite_intent,composite_intent,1
same vibe boots in white and a top that works with them,composite_intent,composite_intent,1
gimme a replacement pair in navy and outfit ideas too,composite_intent,composite_intent,1
want a cheaper version of these in silver and a bag for the look,composite_intent,composite_intent,1
need these boots in purple and socks or tights to style them,composite_intent,composite_intent,1
find a dupe in olive and what shirt to throw on with it,composite_intent,composite_intent,1
show a similar boot but in brown and some accessories for the fit,composite_intent,composite_intent,1
need a knockoff in cherry red and a whole outfit to wear with it,composite_intent,composite_intent,1
pinstripe blazer,similar_items,similar_items,1
cashmere sweater vest,similar_items,similar_items,1
horsebit loafers,similar_items,similar_items,1
tweed midi skirt,similar_items,similar_items,1
monogram silk scarf,similar_items,similar_items,1
cream tennis sweater,similar_items,similar_items,1
pearl stud earrings,similar_items,similar_items,1
camel trench coat,similar_items,similar_items,1
double-breasted navy blazer,similar_items,similar_items,1
what should I wear with a cream blazer,graph_pairing,graph_pairing,1
shoes to pair with pleated trousers,graph_pairing,graph_pairing,1
which belt works with a cashmere cardigan,graph_pairing,graph_pairing,1
accessories for a pearl necklace outfit,graph_pairing,graph_pairing,1
hat to wear with a linen suit,graph_pairing,graph_pairing,1
bag to match this loafers and skirt look,graph_pairing,graph_pairing,1
what goes with a tweed jacket for brunch,graph_pairing,graph_pairing,1
jewelry for a classic polo dress,graph_pairing,graph_pairing,1
scarf and shoes for a camel coat,graph_pairing,graph_pairing,1
what top would suit these tailored shorts,graph_pairing,graph_pairing,1
do you have this blazer in navy,color_variant,color_variant,1
same sweater in ivory please,color_variant,color_variant,1
can I get the loafers in brown,color_variant,color_variant,1
red version of this silk scarf,color_variant,color_variant,1
black colorway for the trench coat,color_variant,color_variant,1
is the skirt available in cream,color_variant,color_variant,1
please show me this bag in tan,color_variant,color_variant,1
do you stock the cardigan in grey,color_variant,color_variant,1
this blazer but in bottle green,color_variant,color_variant,1
same trousers in white,color_variant,color_variant,1
how is the weather today,chit_chat,chit_chat,1
thank you kindly,chit_chat,chit_chat,1
what is up,chit_chat,chit_chat,1
goodbye,chit_chat,chit_chat,1
a cheaper dupe for this blazer to wear with loafers,composite_intent,composite_intent,1
show me lookalike pearl earrings in gold,composite_intent,composite_intent,1
do you have this bag in tan to match my loafers,composite_intent,composite_intent,1
a similar trench coat in navy and what shoes go with it,composite_intent,composite_intent,1
find a cheaper version of this cardigan and a scarf to wear with it,composite_intent,composite_intent,1
same horsebit loafers in black plus trousers to pair with them,composite_intent,composite_intent,1
can you suggest a replica of this blazer in cream and a tie,composite_intent,composite_intent,1
similar tweed skirt in grey with shoes to match,composite_intent,composite_intent,1
a dupe for this sweater vest in camel and pants to wear with it,composite_intent,composite_intent,1
please find a like-for-like coat in beige and accessories that suit it,composite_intent,composite_intent,1
preppy cable-knit cardigan,similar_items,similar_items,1
ivy league sweater vest,similar_items,similar_items,1
cream cricket sweater,similar_items,similar_items,1
dupe for this argyle jumper,similar_items,similar_items,1
cheaper alternative to a polo knit,similar_items,similar_items,1
boxed-crop cardigan,similar_items,similar_items,1
tennis sweater pullover,similar_items,similar_items,1
schoolgirl cardigan,similar_items,similar_items,1
oversized collared knit,similar_items,similar_items,1
replacements for a navy cable sweater,similar_items,similar_items,1
what should I wear with this cardigan?,graph_pairing,graph_pairing,1
shoes to pair with a cable-knit vest,graph_pairing,graph_pairing,1
accessories for a preppy sweater outfit,graph_pairing,graph_pairing,1
what trousers go with an argyle pullover?,graph_pairing,graph_pairing,1
a skirt to match this knit top,graph_pairing,graph_pairing,1
what coat works over a cream cardigan?,graph_pairing,graph_pairing,1
what to wear with a tennis sweater for brunch?,graph_pairing,graph_pairing,1
bags that suit this preppy knit look,graph_pairing,graph_pairing,1
which shirt should I layer under this sweater vest?,graph_pairing,graph_pairing,1
what bottoms would go with this collared knit?,graph_pairing,graph_pairing,1
do you have this cardigan in navy?,color_variant,color_variant,1
same sweater in forest green please,color_variant,color_variant,1
can I get the vest in burgundy?,color_variant,color_variant,1
"this pullover in white, if possible",color_variant,color_variant,1
need this jumper in pink please,color_variant,color_variant,1
show me the black version of this knit,color_variant,color_variant,1
does this come in heather grey?,color_variant,color_variant,1
need this sweater in butter yellow,color_variant,color_variant,1
can you get the cardigan in red,color_variant,color_variant,1
the same style but in camel,color_variant,color_variant,1
"hello, could you help me please?",chit_chat,chit_chat,1
how's the weather today?,chit_chat,chit_chat,1
where is my order?,chit_chat,chit_chat,1
I love cardigans,chit_chat,chit_chat,1
thank you so much,chit_chat,chit_chat,1
can you hear me?,chit_chat,chit_chat,1
please,chit_chat,chit_chat,1
any updates on shipping?,chit_chat,chit_chat,1
Please find a cheaper dupe for this cardigan and suggest shoes to wear with it.,composite_intent,composite_intent,1
Could you show me a lookalike of this sweater vest in navy and what skirt to pair with it?,composite_intent,composite_intent,1
"I’d like a similar argyle knit in black, plus a bag that goes with it.",composite_intent,composite_intent,1
Can you find a replacement for this tennis sweater and tell me what trousers match?,composite_intent,composite_intent,1
"A more affordable version of this collared knit, ideally in cream, with sneakers to style it.",composite_intent,composite_intent,1
Please find an alternative to this cable cardigan in red and recommend a shirt to layer underneath.,composite_intent,composite_intent,1
"Could I see a similar preppy jumper in green, along with accessories for the outfit?",composite_intent,composite_intent,1
"A dupe for this pullover to wear with loafers, preferably in grey.",composite_intent,composite_intent,1
I want a lookalike of this vest in beige and a jacket that works with it.,composite_intent,composite_intent,1
Can you suggest a cheaper substitute for this sweater and the best bottoms to go with it?,composite_intent,composite_intent,1
silk faille column gown,similar_items,similar_items,1
hand-beaded ivory clutch,similar_items,similar_items,1
tulle ballgown with long sleeves,similar_items,similar_items,1
mink shawl wrap,similar_items,similar_items,1
pearl drop earrings,similar_items,similar_items,1
strapless mikado sheath dress,similar_items,similar_items,1
rose-gold dress sandals,similar_items,similar_items,1
cascading chiffon cape,similar_items,similar_items,1
crystal minaudiere,similar_items,similar_items,1
tailored tuxedo blazer,similar_items,similar_items,1
what heels go with a champagne jacquard gown,graph_pairing,graph_pairing,1
jewelry for a bateau neckline wedding dress,graph_pairing,graph_pairing,1
a clutch to pair with this navy tuxedo,graph_pairing,graph_pairing,1
what shawl works with a cathedral-length train,graph_pairing,graph_pairing,1
shoes for this satin midi dress,graph_pairing,graph_pairing,1
earrings to wear with a high-neck crepe gown,graph_pairing,graph_pairing,1
belt for this A-line reception dress,graph_pairing,graph_pairing,1
bag that matches a silver sequined gown,graph_pairing,graph_pairing,1
tie options for a black-tie dinner jacket,graph_pairing,graph_pairing,1
bracelet for this off-shoulder formal dress,graph_pairing,graph_pairing,1
do you have this gown in emerald,color_variant,color_variant,1
same clutch in silver,color_variant,color_variant,1
can I get the tuxedo in midnight blue,color_variant,color_variant,1
this dress but in burgundy,color_variant,color_variant,1
do you have the heels in ivory,color_variant,color_variant,1
same wrap in blush,color_variant,color_variant,1
need the suit in charcoal,color_variant,color_variant,1
is this available in champagne,color_variant,color_variant,1
can this be made in forest green,color_variant,color_variant,1
do you have the blazer in white,color_variant,color_variant,1
my package says delivered but I don't have it,chit_chat,chit_chat,1
find a cheaper version of this beaded gown that works with pearl pumps,composite_intent,composite_intent,1
show me this dress in navy and a matching clutch,composite_intent,composite_intent,1
need a lookalike for this tuxedo jacket plus shoes to wear with it,composite_intent,composite_intent,1
do you have this satin slip dress in red and a shawl for it,composite_intent,composite_intent,1
I want a dupe for this formal jumpsuit with heels that go with it,composite_intent,composite_intent,1
show me a similar crystal bag in gold and earrings to pair,composite_intent,composite_intent,1
need this mermaid gown in black and a bracelet to match,composite_intent,composite_intent,1
find a budget alternative to this lace mini dress and a pair of sandals for the reception,composite_intent,composite_intent,1
show me a same-style blazer in ivory and a tie that works with it,composite_intent,composite_intent,1
need a cheaper stand-in for this column dress with a clutch to carry,composite_intent,composite_intent,1
ribbed workout bra,similar_items,similar_items,1
built-in shelf tank,similar_items,similar_items,1
cropped gym hoodie,similar_items,similar_items,1
high rise training leggings,similar_items,similar_items,1
seamless biker shorts,similar_items,similar_items,1
mesh running top,similar_items,similar_items,1
tennis skirt,similar_items,similar_items,1
zip front sports bra,similar_items,similar_items,1
slim fit track pants,similar_items,similar_items,1
lightweight training jacket,similar_items,similar_items,1
what shoes go with this tennis skirt,graph_pairing,graph_pairing,1
jacket to wear over my running dress,graph_pairing,graph_pairing,1
socks for these gym shorts,graph_pairing,graph_pairing,1
top to pair with this yoga skirt,graph_pairing,graph_pairing,1
cap for a morning run outfit,graph_pairing,graph_pairing,1
bag for this pilates set,graph_pairing,graph_pairing,1
hoodie to match my joggers,graph_pairing,graph_pairing,1
sports bra to wear under this tank,graph_pairing,graph_pairing,1
shoes for a court workout look,graph_pairing,graph_pairing,1
what to wear with this warmup jacket,graph_pairing,graph_pairing,1
do you have this sports bra in black,color_variant,color_variant,1
same leggings in navy,color_variant,color_variant,1
red version of this workout tank,color_variant,color_variant,1
can i get these shorts in olive,color_variant,color_variant,1
this track jacket in white,color_variant,color_variant,1
pink color for this gym tee,color_variant,color_variant,1
does it come in gray,color_variant,color_variant,1
need this in teal,color_variant,color_variant,1
sage green of this running top,color_variant,color_variant,1
dark brown version please,color_variant,color_variant,1
my delivery is late,chit_chat,chit_chat,1
cheap dupe for this workout jacket in black,composite_intent,composite_intent,1
show me lookalikes of this sports bra and shoes to wear with it,composite_intent,composite_intent,1
this set in red plus a top to pair with it,composite_intent,composite_intent,1
need a similar pair of joggers and a hoodie to match,composite_intent,composite_intent,1
find a low-cost version of this tank in navy,composite_intent,composite_intent,1
same leggings in white and sneakers for them,composite_intent,composite_intent,1
dupe of this tennis skirt in green with a tee for it,composite_intent,composite_intent,1
alternate to this running top in pink and shorts to go with it,composite_intent,composite_intent,1
can you find a closer match of this bra and a jacket for it,composite_intent,composite_intent,1
a cheaper copy of this hoodie in gray and pants to wear with it,composite_intent,composite_intent,1
birkin dupe,similar_items,similar_items,1
cc flap lookalike,similar_items,similar_items,1
mini top handle twin,similar_items,similar_items,1
quilted chain bag clone,similar_items,similar_items,1
slouchy crescent tote dupe,similar_items,similar_items,1
pebble leather hobo replacement,similar_items,similar_items,1
nano satchel lookalike,similar_items,similar_items,1
structured box bag twin,similar_items,similar_items,1
chain strap pouch dupe,similar_items,similar_items,1
logo-free luxury tote dupe,similar_items,similar_items,1
gold hoops for this clutch,graph_pairing,graph_pairing,1
slingback heels to pair with my mini tote,graph_pairing,graph_pairing,1
a blazer with this chain bag,graph_pairing,graph_pairing,1
chunky ring stack for a quilted crossbody,graph_pairing,graph_pairing,1
clean white sneakers to go with this designer tote,graph_pairing,graph_pairing,1
a silk scarf on this handbag vibe,graph_pairing,graph_pairing,1
which belt fits with this shoulder bag,graph_pairing,graph_pairing,1
statement shades with this vanity case,graph_pairing,graph_pairing,1
an outfit to rock with this top handle bag,graph_pairing,graph_pairing,1
silver jewelry for this croc bag,graph_pairing,graph_pairing,1
same bag in tan,color_variant,color_variant,1
got it in navy?,color_variant,color_variant,1
show me the burgundy one,color_variant,color_variant,1
olive color?,color_variant,color_variant,1
need this bag in white,color_variant,color_variant,1
any mocha shade,color_variant,color_variant,1
this in metallic silver,color_variant,color_variant,1
did my bag ship yet,chit_chat,chit_chat,1
how's the weather looking,chit_chat,chit_chat,1
lol what,chit_chat,chit_chat,1
any update on my delivery,chit_chat,chit_chat,1
Need a cheaper twin of this tote in chocolate and some shoes to rock with it,composite_intent,composite_intent,1
Show me a red lookalike of this bag and earrings that go with it,composite_intent,composite_intent,1
Do you have this exact satchel in cream for my black fit and a chain necklace to match,composite_intent,composite_intent,1
I want a dupe of this mini bag in navy plus heels for the whole vibe,composite_intent,composite_intent,1
Find me a more affordable version of this clutch in gold and a bracelet to wear with it,composite_intent,composite_intent,1
"This bag but in brown, and also a jacket that works with it",composite_intent,composite_intent,1
Looking for a knockoff of this shoulder bag in pink with sunglasses to pair,composite_intent,composite_intent,1
Give me a similar tote in white and sandals that match the drip,composite_intent,composite_intent,1
Can you get this purse in black and a scarf to style with it,composite_intent,composite_intent,1
Need a cheaper version of this bag in silver plus rings to go with the fit,composite_intent,composite_intent,1
lace-up corset,similar_items,similar_items,1
steel boned corset,similar_items,similar_items,1
mesh corset top,similar_items,similar_items,1
vintage bustier,similar_items,similar_items,1
brocade corset,similar_items,similar_items,1
corset bodice,similar_items,similar_items,1
dupe for this corset,similar_items,similar_items,1
cheaper alternative to this corset,similar_items,similar_items,1
what should I wear with this corset,graph_pairing,graph_pairing,1
skirt to pair with this corset,graph_pairing,graph_pairing,1
pants for a corset top,graph_pairing,graph_pairing,1
jacket to go over a corset,graph_pairing,graph_pairing,1
shoes for a black corset outfit,graph_pairing,graph_pairing,1
accessories for a satin corset,graph_pairing,graph_pairing,1
what earrings match this corset,graph_pairing,graph_pairing,1
a bag that suits this corset look,graph_pairing,graph_pairing,1
complete this corset outfit for me,graph_pairing,graph_pairing,1
what to style with a lace corset,graph_pairing,graph_pairing,1
do you have this corset in black,color_variant,color_variant,1
can I get this in red,color_variant,color_variant,1
same corset in white please,color_variant,color_variant,1
would you have a navy version,color_variant,color_variant,1
need this corset in pink,color_variant,color_variant,1
is there a green colorway,color_variant,color_variant,1
show me the blue one,color_variant,color_variant,1
